,0,1,2,3,4,5,6,7,8,9,10,11
0,0.1598576023159801,0.02162130234792667,0.010033534730764737,0.005950434690947294,0.003540229988428288,0.004011852123717296,0.008037685062576001,0.005807650763937994,0.002875840548538244,0.0024825080600987476,0.0017099712330080833,0.0006162619488101499
1,0.2399986322349692,0.0722650117571074,0.011131795941156026,0.005477258337389908,0.0025241394906474856,0.0032720315315326737,0.00565256111376806,0.005999899755334997,0.003039198629143538,0.002218031728179243,0.0016060420033449125,0.000276135086069908
2,0.17548662100929843,0.04590454559118507,0.013681593058889956,0.005541623648050664,0.002889947421301829,0.0034773900314891007,0.005884337451966557,0.006220793018090839,0.0036382357412592806,0.00261235084971881,0.001744960701983818,0.0003283048636273694
3,0.16033363044035942,0.02259603009152082,0.010451692420985377,0.005200047321417603,0.0027664483767898622,0.0032826177387952336,0.005240441790383846,0.006067430521847138,0.003278314228897843,0.003062072193606559,0.0016542082934680894,0.00025050726397349824
4,0.2292210625417006,0.09886227545977458,0.01642694913396143,0.005580971538804013,0.0032363672922859693,0.003915194839731442,0.007309689739133977,0.006415842514614853,0.003205507971697791,0.002786207844443904,0.001541987950233186,0.0008046688356977943
5,0.1783841367017567,0.024529060602401325,0.01433841762556019,0.007657088127989674,0.0034463902904916426,0.005182149022508211,0.009421091099057994,0.006711449824139385,0.0033730875791667704,0.0032505517933252713,0.0019281811860665007,0.0005551797429609332
6,0.19886248838998669,0.03139389854580789,0.01762517193133621,0.00948443312651278,0.004877801662858236,0.0064274798939808605,0.008435025055233891,0.008107794031730313,0.0035313136393792326,0.0028404156912579513,0.0017125308287871297,0.0007777575830711456
7,0.48667960109731256,0.09720358918815374,0.025259070878946327,0.013928052295500268,0.007916009681291181,0.008667586831998815,0.01225489298945463,0.008592303760733179,0.004968837566234722,0.0037557975636556924,0.003112143151789772,0.0018805730416534775
8,0.337778448205438,0.09169327699192675,0.02411351584824468,0.0146886640780697,0.007704367958280649,0.009384681815558838,0.013639009860059514,0.01007613375204633,0.0037007205898979233,0.0031764367006828186,0.0013001672993908676,0.00011875168902711256
9,0.3330915918002894,0.06694818054203357,0.02631971888966391,0.015144968121125911,0.005702793349846477,0.008639814472836365,0.010354303808455926,0.007541386208987946,0.0032850810737711823,0.0024384903798065983,0.0018067021485152325,0.0008665052155773529
10,0.28558281744130815,0.037452620358414276,0.025632976531692192,0.016179814991663016,0.007529368594926948,0.009043536384730195,0.012716950299632249,0.009290704890660572,0.004329001876531083,0.0035256751414848055,0.002998165892493213,0.0024381426233417713
11,0.33811857731396394,0.07015489919845677,0.028125748712524785,0.0188718421054028,0.011712770025035662,0.013709281922162584,0.018152491795211754,0.011300398317468381,0.005372376190714942,0.004221527663734188,0.0036632502607641675,0.0015685956152567857
12,0.6551737803702546,0.05074645386716574,0.03270328710839841,0.022037201597589845,0.009199113558692127,0.014193914893293165,0.021187059114486484,0.011087190706065895,0.004251168669767265,0.0034242931843528816,0.0014647973210415027,0.00026465996412215097
13,0.4423712453788658,0.057962254413913186,0.03474635344516529,0.026502711585665934,0.011494108704609027,0.016832126492399197,0.02197420339472601,0.011144289593151111,0.00464969541496353,0.003415422843715339,0.0023236215298006054,0.0014042764078051311
14,0.5024759047829288,0.052068391923692635,0.04135108533133827,0.031152594256061882,0.01325266882913145,0.01646490176729353,0.022377077057264046,0.010500765161197663,0.004659700881002598,0.003811332712851122,0.003447934587866248,0.002524949846146459
15,0.3497045647245162,0.05326884183039262,0.03948359628604731,0.025395370813918024,0.016230532247649934,0.02072024343782812,0.025773949368172185,0.011978406343781091,0.0034749885936016444,0.0025661226257693605,0.0018753409645061766,0.0014967771862856574
16,0.5988809419639392,0.06525821716983357,0.05755245872934007,0.03210426758350255,0.017709215394951124,0.022462221173234143,0.03497293792207437,0.015293939146232435,0.004934373131073914,0.0032180733863855083,0.0020169325529165168,0.0006493216995994869
17,0.3817242802340742,0.050337353985945625,0.04657708494183016,0.03532857949771207,0.0143502805543835,0.0192282247350378,0.032924241433952464,0.013695823250131975,0.003490570987284886,0.0026404349101351293,0.0015384543446856501,0.0006540404563226454
18,0.9642256514611375,0.10541954334386104,0.06861478935173188,0.037900816443351575,0.029875152998302613,0.032567286100507985,0.03556755392281641,0.02374890194205793,0.01569451651054581,0.015334620706615006,0.014935148362281108,0.012492928860430408
19,0.9344963371870643,0.08963572151456788,0.07178712518192669,0.03980409850476788,0.02857522892600757,0.031940177248875476,0.03642338663382777,0.018956013454288972,0.012390360451856222,0.011875000544375389,0.00791479995636316,0.0031145046138897443
20,0.8883990741538556,0.05869083268777429,0.05324558635139565,0.02863725544586581,0.018402041522226707,0.023441628010570644,0.03576113521611579,0.018595213922685705,0.006621485865252914,0.004907988888476588,0.004699035251624801,0.003598460241982863
21,0.45833226007086614,0.05228259415531363,0.05083720365462102,0.030127739560156942,0.01778297698571744,0.019778861808106542,0.03286842342795364,0.01966645205541515,0.00430187027881926,0.0036206588446997695,0.0032903398993021195,0.0008017509563702493
22,0.3529691619741936,0.0421025586828621,0.04547071955142589,0.024231946854412663,0.016992999666994,0.018416524740979295,0.03176502268710464,0.01996003763023062,0.003319193085043567,0.003191189887820865,0.00205788275307741,0.0013627132612847035
